text,intent,sentiment
This is the worst service ever! My ZENDOffice Net 200 eSIM is not activating.,Technical,Angry
Great service so far! My ZENDSmart Parking connection keeps dropping every few minutes.,Technical,Happy
How much does ZENDEnterprise Ultra cost in USA? Very happy with the service!,Product Inquiry,Happy
I need assistance with My ZENDOffice Net 200 connection is unstable since 1 month.,Technical,Neutral
I was charged $150 but my plan is only $150.,Billing,Neutral
I am unable to make calls on Postpaid Platinum plan. Fix this now or I will switch providers!,Technical,Angry
There is network outage in my area for 2 weeks. Thank you for the excellent support!,Technical,Happy
Please escalate my refund request for ZENDBiz Connect 500. This has gone too far!,Refund,Angry
Your SLA was breached for my account ACC45093. I am very disappointed with ZENDS!,Complaint,Angry
I cannot connect to Prepaid Plus service at all. Fix this now or I will switch providers!,Technical,Angry
I cannot login to my ZENDS account since 2 weeks.,Technical,Neutral
How much does ZENDBiz Connect 500 cost in Singapore? This needs to be fixed immediately!,Product Inquiry,Angry
I am very satisfied! My auto-payment failed for ZENDFiber Home 100Mbps plan.,Billing,Happy
I am very angry about this! How much does ZENDFiber Home 100Mbps cost in India?,Product Inquiry,Angry
My router for ZENDFiber Home 300Mbps is not responding. Truly satisfied customer here!,Technical,Happy
I cannot believe this! What is included in the Enterprise Dedicated support?,Product Inquiry,Angry
"Hi, I love ZENDS service! I cancelled my ZENDOffice Net 500 plan but no refund was given.",Refund,Happy
Great service so far! What is the SLA for ZENDArchive Storage enterprise plan?,Product Inquiry,Happy
Nobody from ZENDS has followed up on my issue. Please respond at your earliest convenience.,Complaint,Neutral
Kindly help me with Cloud service Prepaid Basic is showing downtime.,Technical,Neutral
My ZENDFiber Home 100Mbps internet is not working since 5 days. This needs to be fixed immediately!,Technical,Angry
I am extremely frustrated! Your support team was very rude to me.,Complaint,Angry
Your support team was very rude to me. Please respond at your earliest convenience.,Complaint,Neutral
I am very satisfied! I am extremely frustrated with ZENDS customer support.,Complaint,Happy
I am very unhappy with the service quality of ZENDSmart Parking. Thank you for the excellent support!,Complaint,Happy
My ZENDCloud VM Enterprise data speed is very slow. I will escalate this issue!,Technical,Angry
"I am fed up with ZENDS! I was charged $48 wrongly, I need a refund.",Refund,Angry
I want to understand My ZENDFiber Home 1Gbps data speed is very slow.,Technical,Neutral
ZENDS has been wonderful! Your SLA was breached for my account ACC30969.,Complaint,Happy
The ZENDStorage 10TB app is crashing on my device. I expect an urgent response!,Technical,Angry
"I was charged $120 wrongly, I need a refund. Thank you for the excellent support!",Refund,Happy
"Hi, I love ZENDS service! My auto-payment failed for ZENDSmart Traffic plan.",Billing,Happy
This is outrageous! My Postpaid Platinum internet is not working since 5 days.,Technical,Angry
I cannot connect to ZENDFiber Home 300Mbps service at all.,Technical,Neutral
When is my next billing date for ZENDOffice Net 1G?,Billing,Neutral
My enterprise account ACC95909 has wrong billing details. ZENDS is the best provider!,Billing,Happy
I am eligible for a refund as per ZENDS policy. I will definitely recommend ZENDS!,Refund,Happy
I cannot connect to ZENDStorage 1TB service at all. This needs to be fixed immediately!,Technical,Angry
I am eligible for a refund as per ZENDS policy. I will definitely recommend ZENDS!,Refund,Happy
Your service is amazing! Your SLA was breached for my account ACC99353.,Complaint,Happy
"Hi, I love ZENDS service! I am eligible for a refund as per ZENDS policy.",Refund,Happy
Can I upgrade from ZENDFiber Home 1Gbps to a higher plan?,Product Inquiry,Neutral
What is the data limit for ZENDStorage 10TB plan? I demand an immediate resolution!,Product Inquiry,Angry
What is the difference between Postpaid Gold and Platinum? This has gone too far!,Product Inquiry,Angry
Can I get a bundle offer for mobile and broadband?,Product Inquiry,Neutral
My refund was rejected but I meet all the criteria.,Refund,Neutral
I am fed up with ZENDS! I need a copy of my bill for ZENDIndustrial Sensor.,Billing,Angry
My auto-payment failed for ZENDOffice Net 200 plan. Kindly look into this matter.,Billing,Neutral
Your service is amazing! My refund was rejected but I meet all the criteria.,Refund,Happy
There is network outage in my area for 1 week. I would appreciate your help.,Technical,Neutral
I am extremely frustrated with ZENDS customer support. I demand an immediate resolution!,Complaint,Angry
I have been waiting for 3 days with no resolution. This is completely unacceptable!,Complaint,Angry
I cannot connect to ZENDStorage 1TB service at all. Truly satisfied customer here!,Technical,Happy
Great service so far! How much does ZENDBiz Connect 100 cost in Thailand?,Product Inquiry,Happy
I was promised a resolution in 2 weeks but nothing happened. Truly satisfied customer here!,Complaint,Happy
"I cancelled ZENDBiz Connect 100 within 7 days, please process my refund. ZENDS is the best provider!",Refund,Happy
Why was $30 deducted without any notice? I will definitely recommend ZENDS!,Billing,Happy
ZENDS has been wonderful! Can you explain the charges on my ACC51245 account?,Billing,Happy
I cannot login to my ZENDS account since 1 week. Very happy with the service!,Technical,Happy
Can I get a bundle offer for mobile and broadband?,Product Inquiry,Neutral
I was double charged for ZENDFiber Home 100Mbps this month.,Billing,Neutral
I keep getting transferred between agents with no help. This has gone too far!,Complaint,Angry
I am fed up with ZENDS! My router for ZENDOffice Net 1G is not responding.,Technical,Angry
I am very angry about this! My router for ZENDOffice Net 200 is not responding.,Technical,Angry
I am happy with ZENDS! What IoT solutions does ZENDS offer for smart cities?,Product Inquiry,Happy
I cannot login to my ZENDS account since 1 week.,Technical,Neutral
I keep getting transferred between agents with no help. I am very disappointed with ZENDS!,Complaint,Angry
I am extremely frustrated with ZENDS customer support. Looking forward to more great service!,Complaint,Happy
My router for ZENDCloud VM Pro is not responding. This has gone too far!,Technical,Angry
Can I add family members to my Prepaid Basic plan?,Product Inquiry,Neutral
I cannot believe this! I am extremely frustrated with ZENDS customer support.,Complaint,Angry
What IoT solutions does ZENDS offer for smart cities?,Product Inquiry,Neutral
Could you clarify How do I migrate to ZENDEnterprise Dedicated from my current plan?,Product Inquiry,Neutral
I did not receive my invoice for Postpaid Gold this month. I will definitely recommend ZENDS!,Billing,Happy
This is outrageous! I am extremely frustrated with ZENDS customer support.,Complaint,Angry
This is ridiculous! I am getting error while setting up ZENDEnterprise Ultra.,Technical,Angry
Your service is amazing! I am unable to make calls on Prepaid Unlimited plan.,Technical,Happy
"I was charged $80 wrongly, I need a refund. Thank you for the excellent support!",Refund,Happy
This is absolutely unacceptable! This is the worst experience I have had with ZENDS.,Complaint,Angry
Thank you ZENDS! Refund request for account ACC79822 is still pending.,Refund,Happy
When is my next billing date for ZENDStorage 10TB?,Billing,Neutral
This is the worst service ever! I am extremely frustrated with ZENDS customer support.,Complaint,Angry
I would like to know I am facing slow speed on ZENDCloud VM Enterprise plan.,Technical,Neutral
I keep getting transferred between agents with no help. Please guide me on this.,Complaint,Neutral
My IoT device ZENDStorage 1TB is not sending data.,Technical,Neutral
I need a refund for the unused portion of ZENDArchive Storage. I expect an urgent response!,Refund,Angry
Your SLA was breached for my account ACC52487. This has gone too far!,Complaint,Angry
I need assistance with My bill shows $48 but I should be charged less.,Billing,Neutral
My Postpaid Platinum connection is unstable since 1 month. I demand an immediate resolution!,Technical,Angry
This is outrageous! I have been waiting for 1 month with no resolution.,Complaint,Angry
I would like to know Please escalate my refund request for ZENDCloud VM Basic.,Refund,Neutral
ZENDS has been wonderful! This is the worst experience I have had with ZENDS.,Complaint,Happy
My ZENDArchive Storage connection is unstable since 5 days. ZENDS is the best provider!,Technical,Happy
I keep getting transferred between agents with no help. Thank you for your assistance.,Complaint,Neutral
I need a refund for the unused portion of Postpaid Gold. This is completely unacceptable!,Refund,Angry
My issue with ZENDOffice Net 500 has not been resolved since 1 week. I will definitely recommend ZENDS!,Complaint,Happy
I am fed up with ZENDS! My ZENDFiber Home 300Mbps connection is unstable since 1 week.,Technical,Angry
"Hi, I love ZENDS service! I need a refund for the unused portion of ZENDIndustrial Sensor.",Refund,Happy
My ZENDStorage 10TB connection keeps dropping every few minutes. Very happy with the service!,Technical,Happy
Does ZENDS offer any discount for annual payment? This is completely unacceptable!,Product Inquiry,Angry
My refund for ZENDBiz Connect 1G has not been processed yet. I will definitely recommend ZENDS!,Refund,Happy
I would like to know This is the worst experience I have had with ZENDS.,Complaint,Neutral
Kindly help me with I want to escalate my complaint regarding ZENDBiz Connect 1G.,Complaint,Neutral
I am fed up with ZENDS! My auto-payment failed for ZENDEnterprise Dedicated plan.,Billing,Angry
I am fed up with ZENDS! What is the data limit for Prepaid Unlimited plan?,Product Inquiry,Angry
I am fed up with ZENDS! Refund request for account ACC79352 is still pending.,Refund,Angry
What is the SLA for ZENDEnterprise Dedicated enterprise plan? I will escalate this issue!,Product Inquiry,Angry
Can you please help me with Why is my refund taking more than 1 month?,Refund,Neutral
What is the difference between Postpaid Gold and Platinum? I would appreciate your help.,Product Inquiry,Neutral
My bill shows $100 but I should be charged less. ZENDS is the best provider!,Billing,Happy
